10.38.0.1	00:1b:17:00:0b:27	Palo Alto Networks
10.38.6.76	6c:94:f8:60:e7:55	(Unknown)
10.38.7.91	54:4e:90:c3:a6:15	(Unknown)
10.38.7.161	a0:88:69:3f:88:88	Intel Corporate
10.38.6.241	fc:db:b3:c9:b0:e7	(Unknown)
10.38.7.118	74:e5:0b:ee:62:1a	Intel Corporate
10.38.7.117	70:ec:e4:0c:73:a3	(Unknown)
10.38.7.123	f8:62:14:e0:ae:22	(Unknown)
10.38.7.141	bc:9f:ef:68:dd:31	(Unknown)
10.38.7.158	b4:8b:19:9c:56:e0	(Unknown)
10.38.7.200	e4:a7:a0:18:7a:27	(Unknown)
10.38.7.167	a0:cc:2b:02:23:2c	(Unknown)
10.38.7.154	d0:25:98:6a:e2:45	(Unknown)
10.38.7.209	f0:d5:bf:19:83:04	(Unknown)
10.38.7.37	8c:29:37:04:90:f2	(Unknown)
10.38.7.218	74:29:af:0c:e7:55	(Unknown)
10.38.7.195	40:4d:7f:e3:f7:24	(Unknown)
10.38.6.23	00:56:cd:9e:8e:7b	(Unknown)
10.38.7.225	ac:bc:32:ac:a5:0b	(Unknown)
10.38.7.227	24:f0:94:30:e1:01	(Unknown)
10.38.7.221	64:5a:04:57:88:37	Chicony Electronics Co., Ltd.
10.38.7.95	a8:66:7f:30:5e:05	(Unknown)
10.38.7.125	60:f1:89:ec:32:4e	(Unknown)
10.38.7.215	4c:66:41:11:dc:14	(Unknown)
10.38.7.212	88:66:a5:62:21:48	(Unknown)
10.38.6.67	60:f4:45:a6:51:ac	(Unknown)
10.38.7.162	54:4e:90:cf:fe:1f	(Unknown)
10.38.7.203	f4:5c:89:c8:52:c1	(Unknown)
10.38.5.226	90:60:f1:7c:24:1f	(Unknown)
10.38.6.162	6c:8d:c1:b9:35:3e	(Unknown)
10.38.7.230	a0:d7:95:5b:ca:d7	(Unknown)
10.38.7.197	ac:37:43:dc:b9:63	(Unknown)
10.38.7.222	98:e0:d9:64:46:99	(Unknown)
10.38.8.25	ac:2b:6e:a9:3b:a7	(Unknown)
10.38.6.135	60:f8:1d:15:af:59	(Unknown)
10.38.7.196	ac:37:43:dd:84:45	(Unknown)
10.38.8.5	78:88:6d:6f:55:33	(Unknown)
10.38.8.33	e4:ce:8f:14:97:a2	Apple, Inc.
10.38.7.250	68:a8:6d:27:b2:f4	Apple, Inc.
10.38.7.249	d0:ff:98:6d:cf:bb	(Unknown)
10.38.7.186	00:cd:fe:cc:4a:c1	(Unknown)
10.38.7.243	f4:31:c3:81:51:ee	(Unknown)
10.38.7.220	f4:5c:89:98:90:b7	(Unknown)
10.38.7.208	d4:61:9d:6f:d2:cf	(Unknown)
10.38.8.22	5c:f7:e6:97:2e:4a	(Unknown)
10.38.7.228	dc:ef:ca:76:8a:71	(Unknown)
10.38.4.249	4c:66:41:79:f6:f4	(Unknown)
10.38.6.210	98:f1:70:5b:3f:23	(Unknown)
10.38.7.240	0c:51:01:41:a0:35	(Unknown)
10.38.7.164	24:da:9b:f8:8f:f2	(Unknown)
10.38.8.64	a4:02:b9:e5:c3:fb	(Unknown)
10.38.8.53	bc:9f:ef:ac:5a:56	(Unknown)
10.38.8.30	98:01:a7:92:f9:a9	(Unknown)
10.38.7.151	68:c4:4d:f1:0a:9c	(Unknown)
10.38.8.61	c0:cc:f8:4a:70:92	(Unknown)
10.38.8.85	b4:6d:83:7a:1f:ed	(Unknown)
10.38.7.108	24:f0:94:4e:dd:6f	(Unknown)
10.38.8.47	70:70:0d:e8:92:0b	(Unknown)
10.38.8.40	94:65:2d:6e:8a:72	(Unknown)
10.38.8.3	a0:3b:e3:e0:98:60	(Unknown)
10.38.8.89	b4:8b:19:ab:c5:de	(Unknown)
10.38.7.198	84:41:67:39:a4:1d	(Unknown)
10.38.8.52	e0:98:61:f5:7b:3b	(Unknown)
10.38.7.207	a8:5b:78:5f:6d:87	(Unknown)
10.38.8.131	ac:2b:6e:9e:07:c8	(Unknown)
10.38.8.129	00:db:70:79:47:61	(Unknown)
10.38.8.146	a0:a8:cd:25:a8:96	Intel Corporate
10.38.8.35	a4:5e:60:dd:be:93	(Unknown)
10.38.8.73	70:f0:87:af:0e:f0	(Unknown)
10.38.8.122	2c:0e:3d:a2:85:86	(Unknown)
10.38.8.164	5c:e0:c5:16:0f:ee	(Unknown)
10.38.8.184	ac:fd:ce:6e:35:0c	(Unknown)
10.38.7.201	b4:18:d1:2e:eb:ac	(Unknown)
10.38.8.189	50:1a:c5:05:02:9e	(Unknown)
10.38.8.178	6c:8d:c1:7c:08:7c	(Unknown)
10.38.7.121	a0:cc:2b:72:c4:0f	(Unknown)
10.38.8.142	bc:9f:ef:d8:b1:51	(Unknown)
10.38.6.24	84:89:ad:b3:24:97	(Unknown)
10.38.7.199	24:24:0e:7c:f0:26	(Unknown)
10.38.8.188	bc:6c:21:bd:42:b2	(Unknown)
10.38.8.199	ec:1f:72:7f:2b:43	(Unknown)
10.38.8.233	00:b3:62:46:77:d4	(Unknown)
10.38.8.159	fc:42:03:88:1e:3f	(Unknown)
10.38.8.206	cc:29:f5:3b:83:10	(Unknown)
10.38.8.198	ec:1f:72:2a:9f:78	(Unknown)
10.38.8.95	98:00:c6:43:e5:60	(Unknown)
10.38.7.239	6c:8d:c1:8a:51:69	(Unknown)
10.38.8.156	c0:ee:fb:f5:6e:e2	(Unknown)
10.38.9.2	24:0a:64:b7:b0:27	AzureWaveTechnologies,Inc
10.38.9.3	a0:99:9b:12:7b:e1	(Unknown)
10.38.8.218	20:ab:37:50:6e:66	(Unknown)
10.38.9.13	34:23:87:c8:ab:d7	(Unknown)
10.38.7.206	00:56:cd:0b:14:88	(Unknown)
10.38.8.168	7c:67:a2:f0:e1:78	(Unknown)
10.38.8.248	70:de:e2:29:21:f4	Apple, Inc.
10.38.8.173	a4:f1:e8:9d:1f:75	(Unknown)
10.38.9.41	74:df:bf:5d:6e:13	(Unknown)
10.38.9.16	9c:f4:8e:87:41:cc	(Unknown)
10.38.9.5	c0:ee:fb:5c:57:98	(Unknown)
10.38.8.211	98:01:a7:91:00:fb	(Unknown)
10.38.8.201	1c:91:48:59:d2:ac	(Unknown)
10.38.9.22	7c:04:d0:d2:ee:fc	(Unknown)
10.38.8.179	d0:c5:f3:20:ae:0a	(Unknown)
10.38.9.48	18:65:90:2a:fd:46	(Unknown)
10.38.9.72	e4:f8:9c:82:a2:4e	(Unknown)
10.38.9.73	3c:a0:67:bd:7b:45	(Unknown)
10.38.6.179	2c:20:0b:47:ef:b9	(Unknown)
10.38.7.138	24:5b:a7:62:5c:c4	(Unknown)
10.38.8.245	64:b0:a6:e4:17:69	(Unknown)
10.38.7.191	dc:0c:5c:7f:b8:51	(Unknown)
10.38.8.34	30:63:6b:ce:35:3d	(Unknown)
10.38.7.77	9c:fc:01:01:9b:3b	(Unknown)
10.38.8.203	dc:a9:04:9d:d9:4b	(Unknown)
10.38.7.187	74:8d:08:1e:08:ef	(Unknown)
10.38.8.243	70:f0:87:75:a2:00	(Unknown)
10.38.8.45	dc:ef:ca:d6:32:49	(Unknown)
10.38.9.107	dc:0b:34:fb:cd:b1	(Unknown)
10.38.7.223	cc:08:8d:33:88:ba	(Unknown)
10.38.8.212	00:ec:0a:87:9a:d5	(Unknown)
10.38.8.216	28:a0:2b:4b:af:93	(Unknown)
10.38.9.109	0c:d7:46:aa:0a:4f	(Unknown)
10.38.4.211	b4:18:d1:80:7e:43	(Unknown)
10.38.9.90	34:23:ba:2c:3b:56	Samsung Electro Mechanics co.,LTD.
10.38.9.97	00:db:70:58:10:9f	(Unknown)
10.38.9.23	80:01:84:f5:ca:d4	(Unknown)
10.38.9.154	34:a3:95:b5:2d:fc	(Unknown)
10.38.9.161	a4:17:31:f3:2a:5d	Hon Hai Precision Ind. Co.,Ltd.
10.38.8.11	68:d9:3c:43:a1:e3	(Unknown)
10.38.9.91	48:43:7c:81:55:cd	(Unknown)
10.38.9.174	b0:48:1a:89:27:d8	(Unknown)
10.38.8.229	28:5a:eb:e0:b9:2e	(Unknown)
10.38.8.163	24:f0:94:32:b2:64	(Unknown)
10.38.9.45	70:ec:e4:d7:b3:60	(Unknown)
10.38.8.107	5c:ad:cf:1a:1b:17	(Unknown)
10.38.8.83	e8:80:2e:97:e6:71	(Unknown)
10.38.9.166	9c:f4:8e:9c:14:6a	(Unknown)
10.38.9.117	a4:02:b9:54:24:e1	(Unknown)
10.38.8.210	00:6f:64:90:66:6b	(Unknown)
10.38.9.116	c4:8e:8f:8f:a7:25	(Unknown)
10.38.9.201	10:08:b1:8d:85:11	(Unknown)
10.38.8.171	fc:db:b3:bd:8e:2b	(Unknown)
10.38.9.160	1c:5c:f2:9b:a9:be	(Unknown)
10.38.9.204	a0:cc:2b:b4:78:69	(Unknown)
10.38.8.220	18:f6:43:b3:96:8c	(Unknown)
10.38.9.57	a8:96:75:ba:2e:cd	(Unknown)
10.38.9.189	d4:61:9d:5a:c7:47	(Unknown)
10.38.9.144	dc:1a:c5:b7:d7:1d	(Unknown)
10.38.9.188	a0:cc:2b:07:b7:e3	(Unknown)
10.38.9.98	98:5f:d3:e3:f5:86	(Unknown)
10.38.9.208	48:3b:38:bf:b0:62	(Unknown)
10.38.9.123	c0:d0:12:b1:e0:cb	(Unknown)
10.38.9.176	6c:96:cf:8c:60:63	(Unknown)
10.38.9.228	40:4d:7f:bd:5c:93	(Unknown)
10.38.9.156	f4:31:c3:23:c3:ca	(Unknown)
10.38.8.226	8c:f5:a3:5c:79:01	(Unknown)
10.38.9.187	f8:da:0c:37:58:89	(Unknown)
10.38.8.180	dc:0c:5c:ec:6a:38	(Unknown)
10.38.9.235	7c:c3:a1:a4:29:79	Apple, Inc.
10.38.9.229	60:f4:45:a6:17:80	(Unknown)
10.38.8.254	74:8d:08:9f:f3:b5	(Unknown)
10.38.9.249	5c:96:9d:77:6f:05	Apple
10.38.10.6	b4:ae:2b:22:14:77	(Unknown)
10.38.10.8	00:27:10:2a:47:94	Intel Corporate
10.38.9.184	10:41:7f:7f:a5:54	(Unknown)
10.38.9.217	60:a4:d0:67:a9:b2	(Unknown)
10.38.9.231	0c:51:01:3d:d7:a0	(Unknown)
10.38.10.1	70:81:eb:f3:57:5e	(Unknown)
10.38.8.241	7c:04:d0:6e:2b:ef	(Unknown)
10.38.9.243	40:4d:7f:db:89:ca	(Unknown)
10.38.9.219	00:db:70:5f:fa:06	(Unknown)
10.38.9.177	24:f0:94:d5:3c:05	(Unknown)
10.38.9.153	80:58:f8:a1:72:71	(Unknown)
10.38.8.251	58:40:4e:7f:ec:6d	(Unknown)
10.38.10.54	30:3a:64:fb:fc:4d	Intel Corporate
10.38.8.148	1c:5c:f2:7f:a4:51	(Unknown)
10.38.9.151	98:01:a7:c3:16:d7	(Unknown)
10.38.9.6	a4:b8:05:b5:a2:ac	(Unknown)
10.38.9.131	d8:5d:e2:bc:bc:db	(Unknown)
10.38.10.52	64:bc:0c:4b:c2:7b	(Unknown)
10.38.10.24	a8:8e:24:6d:0e:1d	(Unknown)
10.38.9.8	00:db:70:b5:17:3b	(Unknown)
10.38.9.250	ac:0d:1b:fb:d4:b5	(Unknown)
10.38.10.107	4c:34:88:1c:94:2c	(Unknown)
10.38.9.30	b0:72:bf:75:8e:46	(Unknown)
10.38.10.112	a8:a7:95:ab:c2:67	(Unknown)
10.38.10.87	14:1f:78:64:f7:58	(Unknown)
10.38.10.40	34:e2:fd:dd:50:70	(Unknown)
10.38.10.118	b8:09:8a:cf:d1:ab	(Unknown)
10.38.9.239	70:3e:ac:b7:0b:e8	(Unknown)
10.38.9.245	28:5a:eb:06:14:81	(Unknown)
10.38.8.128	d0:25:98:43:c2:f8	(Unknown)
10.38.9.242	80:ed:2c:dc:4c:b1	(Unknown)
10.38.10.117	3c:95:09:f1:64:b5	(Unknown)
10.38.10.94	00:db:df:85:99:18	Intel Corporate
10.38.10.119	20:3c:ae:94:56:fc	(Unknown)
10.38.10.126	9c:04:eb:44:52:27	Apple
10.38.8.68	98:00:c6:c4:9d:9d	(Unknown)
10.38.10.106	4c:7c:5f:85:3b:6b	(Unknown)
10.38.8.227	b4:8b:19:ba:bc:aa	(Unknown)
10.38.10.143	58:fb:84:cc:6e:3d	(Unknown)
10.38.10.50	04:52:f3:5f:ec:80	(Unknown)
10.38.10.96	98:01:a7:99:0c:3b	(Unknown)
10.38.9.183	8c:f5:a3:4b:7a:d9	(Unknown)
10.38.10.153	84:ef:18:7b:5c:fa	(Unknown)
10.38.9.88	0c:d7:46:60:c5:ca	(Unknown)
10.38.10.173	5c:ad:cf:16:49:db	(Unknown)
10.38.10.179	80:e6:50:20:34:0e	(Unknown)
10.38.10.122	2c:33:61:93:4d:0e	(Unknown)
10.38.10.172	ac:5f:3e:24:26:b3	(Unknown)
10.38.10.186	e0:ac:cb:9d:f4:12	(Unknown)
10.38.10.137	f4:31:c3:85:16:cd	(Unknown)
10.38.10.130	5c:51:88:9f:cb:53	(Unknown)
10.38.9.84	2c:1f:23:eb:ec:1b	(Unknown)
10.38.10.45	24:a2:e1:f3:36:b4	(Unknown)
10.38.10.98	5c:e0:c5:98:8b:5e	(Unknown)
10.38.10.160	8c:85:90:0b:fa:7e	(Unknown)
10.38.10.220	60:67:20:7a:ed:fe	Intel Corporate
10.38.10.221	a0:af:bd:4f:b8:4d	(Unknown)
10.38.10.108	b0:72:bf:db:c9:cd	(Unknown)
10.38.10.225	00:db:df:e4:f2:b4	Intel Corporate
10.38.9.42	ec:9b:f3:c4:70:26	(Unknown)
10.38.10.42	b8:d7:af:0a:ed:8d	(Unknown)
10.38.10.161	50:9e:a7:82:9c:19	(Unknown)
10.38.10.235	dc:ef:ca:5d:11:47	(Unknown)
10.38.10.238	80:58:f8:5d:0c:7d	(Unknown)
10.38.10.228	6c:72:e7:ac:f6:e9	(Unknown)
10.38.10.123	5c:af:06:55:d2:f6	(Unknown)
10.38.10.79	28:e3:47:fa:2e:1e	(Unknown)
10.38.10.212	00:56:cd:2a:d1:78	(Unknown)
10.38.9.110	a0:cc:2b:76:36:e3	(Unknown)
10.38.10.226	a0:99:9b:6e:87:c5	(Unknown)
10.38.11.2	00:88:65:3b:10:98	Apple
10.38.11.6	34:23:87:39:e4:4b	(Unknown)
10.38.11.8	bc:83:85:f3:7c:4b	(Unknown)
10.38.11.17	80:86:f2:c6:cc:80	Intel Corporate
10.38.10.191	bc:a9:20:8f:c7:e9	(Unknown)
10.38.10.194	78:4f:43:26:5e:9c	(Unknown)
10.38.10.121	7c:11:cb:70:a8:50	(Unknown)
10.38.9.78	f0:db:e2:63:45:d3	(Unknown)
10.38.11.34	2c:6e:85:9f:d9:f9	(Unknown)
10.38.11.12	d0:c5:f3:46:4a:10	(Unknown)
10.38.10.177	0c:51:01:2e:74:b2	(Unknown)
10.38.7.1	60:f1:89:61:78:d3	(Unknown)
10.38.11.4	90:b6:86:f2:7a:d0	(Unknown)
10.38.10.233	a0:cc:2b:0a:68:67	(Unknown)
10.38.11.15	70:f0:87:78:61:68	(Unknown)
10.38.10.231	88:6b:6e:0c:7a:1f	(Unknown)
10.38.10.195	90:b6:86:c3:c9:10	(Unknown)
10.38.11.47	48:3b:38:0a:c2:1f	(Unknown)
10.38.11.55	a4:b8:05:89:72:32	(Unknown)
10.38.11.43	64:b0:a6:89:fd:ae	(Unknown)
10.38.11.72	60:36:dd:56:71:ba	Intel Corporate
10.38.10.224	94:65:2d:29:b6:f5	(Unknown)
10.38.11.22	4c:66:41:69:9c:c6	(Unknown)
10.38.11.85	ac:81:12:db:87:27	Gemtek Technology Co., Ltd.
10.38.10.239	b8:e8:56:42:4a:ba	Apple
10.38.11.51	d8:c4:6a:84:b0:00	(Unknown)
10.38.10.246	c4:b3:01:96:42:e6	(Unknown)
10.38.11.101	30:52:cb:f1:28:3a	(Unknown)
10.38.10.244	b8:81:98:5f:ed:67	(Unknown)
10.38.11.112	a0:af:bd:9e:f2:14	(Unknown)
10.38.7.137	ac:c3:3a:b5:78:b8	(Unknown)
10.38.11.44	74:c6:3b:47:21:77	(Unknown)
10.38.11.128	40:49:0f:8e:49:55	(Unknown)
10.38.6.47	cc:29:f5:7c:f9:9f	(Unknown)
10.38.11.81	ac:37:43:c7:b7:56	(Unknown)
10.38.11.62	ac:37:43:52:dd:e1	(Unknown)
10.38.11.139	68:db:ca:cc:5e:dd	(Unknown)
10.38.11.83	dc:53:60:a5:a1:4f	(Unknown)
10.38.11.91	98:00:c6:a2:ee:8e	(Unknown)
10.38.11.144	7c:67:a2:60:6e:f9	(Unknown)
10.38.9.215	dc:ef:ca:84:1e:d7	(Unknown)
10.38.9.203	30:63:6b:e2:7f:d7	(Unknown)
10.38.11.53	f4:f5:24:ca:b8:5d	(Unknown)
10.38.10.251	24:f0:94:68:de:28	(Unknown)
10.38.11.166	88:78:73:a5:7c:1a	(Unknown)
10.38.11.41	b8:81:98:5d:86:62	(Unknown)
10.38.9.248	00:61:71:e4:67:d3	(Unknown)
10.38.10.18	5c:f7:e6:ec:ed:4a	(Unknown)
10.38.11.109	2c:0e:3d:b4:13:4a	(Unknown)
10.38.10.184	70:48:0f:c6:1c:29	(Unknown)
10.38.9.137	1c:5c:f2:02:26:e0	(Unknown)
10.38.11.175	b4:8b:19:44:3d:31	(Unknown)
10.38.11.195	cc:fd:17:62:09:e5	(Unknown)
10.38.10.209	d0:33:11:5d:38:d1	(Unknown)
10.38.10.74	5c:ad:cf:18:10:9c	(Unknown)
10.38.8.84	98:10:e8:93:85:ac	(Unknown)
10.38.10.83	78:4f:43:b9:e3:b2	(Unknown)
10.38.11.121	a4:5e:60:f3:5c:31	(Unknown)
10.38.11.82	70:81:eb:5f:e6:af	(Unknown)
10.38.11.224	e4:ce:8f:49:04:4c	Apple, Inc.
10.38.11.127	ec:88:92:62:ae:f0	(Unknown)
10.38.11.238	24:f0:94:32:59:1b	(Unknown)
10.38.11.143	7c:67:a2:9e:32:93	(Unknown)
10.38.11.254	d8:30:62:64:d8:9e	Apple, Inc
10.38.10.214	20:ee:28:77:aa:11	(Unknown)
10.38.11.218	4c:66:41:4c:d4:81	(Unknown)
10.38.12.0	c8:21:58:de:52:3d	(Unknown)
10.38.11.222	a8:96:75:ce:84:21	(Unknown)
10.38.12.3	ac:2b:6e:1c:c5:c8	(Unknown)
10.38.12.9	e4:ce:8f:23:60:de	Apple, Inc.
10.38.10.92	60:f1:89:52:58:fe	(Unknown)
10.38.11.189	00:a0:c6:eb:5c:6f	QUALCOMM INCORPORATED
10.38.10.77	d0:87:e2:8f:6d:25	(Unknown)
10.38.12.27	dc:53:60:59:35:03	(Unknown)
10.38.12.44	48:bf:6b:09:8a:4f	(Unknown)
10.38.11.236	30:3a:64:63:d6:61	Intel Corporate
10.38.10.139	fc:db:b3:cb:0e:6d	(Unknown)
10.38.11.255	f4:0f:24:13:5e:de	(Unknown)
10.38.12.51	70:f0:87:49:e4:c8	(Unknown)
10.38.10.255	a4:08:ea:72:da:42	(Unknown)
10.38.12.19	a4:d1:8c:eb:2e:7a	(Unknown)
10.38.12.31	d0:25:98:9f:d9:7b	(Unknown)
10.38.10.125	64:b0:a6:0d:69:d8	(Unknown)
10.38.12.63	a4:5e:60:cf:96:f7	(Unknown)
10.38.12.75	a8:66:7f:1c:05:f0	(Unknown)
10.38.11.191	00:56:cd:ae:a1:24	(Unknown)
10.38.11.70	7c:04:d0:47:1d:6a	(Unknown)
10.38.12.55	8c:8e:f2:96:a7:db	(Unknown)
10.38.11.37	8c:8e:f2:e0:c7:cd	(Unknown)
10.38.12.80	80:56:f2:49:50:ed	(Unknown)
10.38.10.210	a4:08:ea:31:5b:04	(Unknown)
10.38.12.45	64:b0:a6:a2:99:39	(Unknown)
10.38.11.199	60:f1:89:81:ed:be	(Unknown)
10.38.10.223	a0:cc:2b:b6:75:80	(Unknown)
10.38.12.109	8c:85:90:37:32:c6	(Unknown)
10.38.12.144	7c:50:49:2d:00:52	(Unknown)
10.38.12.95	a8:66:7f:2d:d6:8e	(Unknown)
10.38.11.98	28:a0:2b:f0:19:f2	(Unknown)
10.38.2.89	6c:40:08:29:b0:3f	(Unknown)
10.38.11.147	5c:70:a3:73:99:21	(Unknown)
10.38.11.198	60:83:34:f5:54:b4	(Unknown)
10.38.12.161	2c:33:7a:00:18:93	(Unknown)
10.38.12.137	58:40:4e:59:f4:8f	(Unknown)
10.38.10.5	2c:0e:3d:b8:3d:18	(Unknown)
10.38.9.52	60:f4:45:aa:04:c3	(Unknown)
10.38.10.93	60:f8:1d:6d:77:3b	(Unknown)
10.38.12.79	4c:66:41:23:8d:29	(Unknown)
10.38.11.58	90:b6:86:7b:29:ee	(Unknown)
10.38.12.173	48:e9:f1:c1:7b:20	(Unknown)
10.38.12.100	a4:5e:60:df:3c:dd	(Unknown)
10.38.12.36	e8:50:8b:4a:e5:dc	(Unknown)
10.38.12.139	dc:a9:04:6f:61:53	(Unknown)
10.38.12.178	50:68:0a:a4:30:0c	(Unknown)
10.38.12.156	9c:f4:8e:b7:5d:d0	(Unknown)
10.38.11.221	a8:be:27:65:6f:0f	(Unknown)
10.38.12.73	00:db:70:47:91:57	(Unknown)
10.38.12.22	58:7f:57:f2:fd:a3	(Unknown)
10.38.11.119	6c:ab:31:6b:68:47	(Unknown)
10.38.12.94	ac:37:43:dc:db:f3	(Unknown)
10.38.12.141	24:f0:94:08:89:cf	(Unknown)
10.38.11.75	d0:a6:37:d0:68:c5	(Unknown)
10.38.11.196	e4:e4:ab:f2:ca:cb	(Unknown)
10.38.12.194	84:41:67:36:39:7b	(Unknown)
10.38.11.161	bc:9f:ef:bc:66:a8	(Unknown)
10.38.12.123	84:38:35:44:d7:aa	Apple
10.38.11.172	60:e3:ac:a8:c3:e8	(Unknown)
10.38.12.186	60:03:08:aa:0b:b6	(Unknown)
10.38.12.99	18:f6:43:57:59:83	(Unknown)
10.38.12.135	a4:5e:60:db:32:e3	(Unknown)
10.38.11.69	b8:44:d9:9e:1c:59	(Unknown)
10.38.12.37	6c:40:08:04:ac:06	(Unknown)
10.38.12.67	dc:ef:ca:ce:32:df	(Unknown)
10.38.12.196	98:e7:f5:eb:9d:9a	(Unknown)
10.38.11.90	7c:01:91:ae:76:0a	(Unknown)
10.38.12.7	6c:8d:c1:32:ae:6c	(Unknown)
10.38.11.158	d0:03:4b:85:3c:11	(Unknown)
10.38.11.231	2c:0e:3d:f8:ad:e4	(Unknown)
10.38.13.12	ac:e0:10:70:c8:86	(Unknown)
10.38.10.253	00:db:70:b6:2c:db	(Unknown)
10.38.12.153	20:ab:37:17:51:06	(Unknown)
10.38.11.215	88:6b:6e:4e:ee:ed	(Unknown)
10.38.12.190	98:10:e8:8a:cc:0e	(Unknown)
10.38.12.193	b8:d7:af:11:a3:7c	(Unknown)
10.38.12.228	d0:22:be:d0:82:f6	Samsung Electro Mechanics co.,LTD.
10.38.12.227	a0:99:9b:0c:b7:81	(Unknown)
10.38.12.246	f0:24:75:a6:a5:76	(Unknown)
10.38.12.46	18:f6:43:d8:7b:3c	(Unknown)
10.38.13.71	a0:a8:cd:3b:f6:6e	Intel Corporate
10.38.12.184	2c:59:8a:58:28:25	(Unknown)
10.38.12.168	60:f1:89:7a:ab:77	(Unknown)
10.38.13.86	68:17:29:d5:82:11	Intel Corporate
10.38.12.175	a0:cc:2b:1c:e5:0e	(Unknown)
10.38.13.84	64:b0:a6:a5:6a:c1	(Unknown)
10.38.12.82	78:7b:8a:6b:73:e7	(Unknown)
10.38.13.60	00:db:70:77:db:ed	(Unknown)
10.38.10.148	20:ee:28:e2:96:24	(Unknown)
10.38.11.239	24:5b:a7:0a:d5:05	(Unknown)
10.38.13.25	e0:f8:47:0a:c9:10	Apple, Inc.
10.38.13.117	7c:50:49:53:0b:31	(Unknown)
10.38.12.26	fc:db:b3:3f:b2:5f	(Unknown)
10.38.13.56	70:70:0d:6c:bd:64	(Unknown)
10.38.13.137	ac:ed:5c:b7:b6:aa	(Unknown)
10.38.13.68	f8:28:19:c7:77:47	(Unknown)
10.38.12.254	a0:99:9b:1d:36:07	(Unknown)
10.38.13.124	6c:72:e7:ba:2d:08	(Unknown)
10.38.13.109	4c:34:88:b1:2c:e5	(Unknown)
10.38.11.136	98:00:c6:ca:a8:0c	(Unknown)
10.38.13.149	84:ef:18:d6:64:ab	(Unknown)
10.38.13.44	40:4d:7f:e2:c9:59	(Unknown)
10.38.12.38	54:4e:90:13:ac:9d	(Unknown)
10.38.13.126	8c:85:90:1f:46:e4	(Unknown)
10.38.13.1	54:4e:90:83:84:91	(Unknown)
10.38.13.32	10:92:66:be:85:d1	(Unknown)
10.38.13.0	4c:66:41:87:62:6a	(Unknown)
10.38.13.78	5c:70:a3:95:8e:40	(Unknown)
10.38.13.152	48:3b:38:05:5b:d3	(Unknown)
10.38.13.177	8c:f5:a3:62:c6:7c	(Unknown)
10.38.13.127	20:ee:28:9d:9e:25	(Unknown)
10.38.13.202	ac:e0:10:7f:9e:b9	(Unknown)
10.38.13.179	90:8d:6c:bd:e4:48	(Unknown)
10.38.13.193	28:a0:2b:ae:52:93	(Unknown)
10.38.13.185	bc:a9:20:c9:36:1e	(Unknown)
10.38.13.85	98:00:c6:c3:0f:40	(Unknown)
10.38.13.131	c4:b3:01:94:10:de	(Unknown)
10.38.12.85	38:71:de:96:66:af	(Unknown)
10.38.12.113	a4:08:ea:30:76:2c	(Unknown)
10.38.13.206	8c:f5:a3:11:95:82	(Unknown)
10.38.13.240	a4:5e:60:d8:43:0f	(Unknown)
10.38.12.177	00:ae:fa:e3:0c:f3	(Unknown)
10.38.11.131	64:9a:be:3e:d2:fe	(Unknown)
10.38.12.244	78:4f:43:4a:c1:2f	(Unknown)
10.38.14.0	28:56:5a:88:e5:0d	(Unknown)
10.38.13.237	48:a1:95:a9:a6:c3	(Unknown)
10.38.12.165	4c:32:75:e0:31:c8	(Unknown)
10.38.13.228	a4:5e:60:c9:16:5d	(Unknown)
10.38.13.129	98:00:c6:3f:b1:ba	(Unknown)
10.38.14.8	9c:f4:8e:13:42:71	(Unknown)
10.38.14.11	9c:b6:d0:16:45:d7	(Unknown)
10.38.13.141	5c:af:06:57:c6:8e	(Unknown)
10.38.13.238	40:4d:7f:c6:f6:b2	(Unknown)
10.38.14.37	14:bd:61:a9:6c:59	(Unknown)
10.38.14.38	dc:53:60:e9:e0:ee	(Unknown)
10.38.8.252	d4:f4:6f:37:2b:89	(Unknown)
10.38.12.147	8c:8e:f2:89:5e:bb	(Unknown)
10.38.13.233	ac:37:43:4f:b9:02	(Unknown)
10.38.13.233	ac:37:43:4f:b9:02	(Unknown) (DUP: 2)
10.38.13.132	d4:f4:6f:42:5e:8b	(Unknown)
10.38.14.39	d4:61:9d:95:57:78	(Unknown)
10.38.13.8	48:a1:95:43:05:60	(Unknown)
10.38.14.56	5c:e0:c5:18:26:85	(Unknown)
10.38.14.59	80:86:f2:90:4f:cf	Intel Corporate
10.38.14.58	44:80:eb:72:1f:ec	(Unknown)
10.38.13.189	8c:f5:a3:81:5d:66	(Unknown)
10.38.13.182	c0:ee:fb:3a:c8:85	(Unknown)
10.38.14.24	24:f0:94:4e:dc:d6	(Unknown)
10.38.14.23	60:f1:89:4e:39:7b	(Unknown)
10.38.14.54	60:a4:d0:03:8a:71	(Unknown)
10.38.14.87	30:63:6b:ea:7a:d8	(Unknown)
10.38.14.73	ac:37:43:a5:12:db	(Unknown)
10.38.13.250	b0:70:2d:3e:dc:59	(Unknown)
10.38.14.84	30:63:6b:c8:7a:ac	(Unknown)
10.38.13.61	a0:39:f7:39:71:ec	(Unknown)
10.38.12.219	4c:66:41:86:7e:d9	(Unknown)
10.38.14.33	00:db:70:91:8f:85	(Unknown)
